sample_id	task	num_decision_chunks	sample_best_score	dynamic_score	dynamic_gain	dynamic_winner_trajectory	dynamic_prediction_hash
ruler_niah_multikey_2_16k:0045	ruler_niah_multikey_2_16k	15	0.0	1.0	1.0	"[""L24"", ""ALL"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0""]"	4ec93e2d147ec85ffdc720dd4d02d3d83c7bd2e49b0c26d76261330b2d380430
ruler_niah_multikey_2_16k:0116	ruler_niah_multikey_2_16k	15	0.0	1.0	1.0	"[""L12"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL""]"	e7926225e8c622a8fc524dfe30868d025f6aa88dae3ff561bff409a4a2342048
ruler_niah_multikey_2_16k:0331	ruler_niah_multikey_2_16k	15	0.0	1.0	1.0	"[""L0"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24""]"	348f9275e3c9adbb4b6c591711f6a5d0b3cfe6f5c2af6e532f8a72cd5ba07e99
ruler_niah_multikey_2_16k:0482	ruler_niah_multikey_2_16k	15	0.0	1.0	1.0	"[""L24"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL""]"	74ce2069530278d524abf72b65a01fa22699de443556d87952cf748db8ca236f
ruler_niah_multikey_3_16k:0071	ruler_niah_multikey_3_16k	14	0.0	1.0	1.0	"[""ALL"", ""L18"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL""]"	b4bcc730199c109be95f95a979a7af307bb3ccdb5423bc05ebe322b75eac9d63
ruler_niah_multikey_3_16k:0074	ruler_niah_multikey_3_16k	15	0.0	1.0	1.0	"[""L0"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24""]"	7032e40020d83196079078885b85dab06a6f0b7678466945945ae2f1a92920b6
ruler_niah_multikey_3_16k:0108	ruler_niah_multikey_3_16k	15	0.0	1.0	1.0	"[""L6"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL""]"	a650cffe4c32cfbfc50dbbe5035e054d79a526f1ca202802df22e646f93cbd9c
ruler_niah_multikey_3_16k:0138	ruler_niah_multikey_3_16k	15	0.0	1.0	1.0	"[""OFF"", ""OFF"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6""]"	6053b26bb3e935f7c48171bcb36b60ade00b8df7251e582d49605d1d9423baa6
ruler_niah_multikey_3_16k:0145	ruler_niah_multikey_3_16k	14	0.0	1.0	1.0	"[""OFF"", ""L0"", ""L24"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0""]"	dd285af1e614e78dd1180e0d8aecee74e89043b762c9e686e52620c3d318b3c1
ruler_niah_multikey_3_16k:0202	ruler_niah_multikey_3_16k	15	0.0	1.0	1.0	"[""OFF"", ""ALL"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6""]"	659c757c938f3c0addfcfb4ef7f0082ddf80bbc743ff43e44af10af1619149a6
ruler_niah_multikey_3_16k:0208	ruler_niah_multikey_3_16k	15	0.0	1.0	1.0	"[""L18"", ""L0"", ""L18"", ""L18"", ""ALL"", ""L18"", ""L6"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18""]"	cedc29cdd06d09c6fdac477b1d785f4e26a06aa9eab32b875fbad6683a4afa27
ruler_niah_multikey_3_16k:0212	ruler_niah_multikey_3_16k	14	0.0	1.0	1.0	"[""L18"", ""L18"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24""]"	aebfa50b68af41d24df7ea89e64d1e6cf6f953dce1d02174c4ef672c8cce18b2
ruler_niah_multikey_3_16k:0217	ruler_niah_multikey_3_16k	15	0.0	1.0	1.0	"[""L6"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL""]"	4ae48aaf1d41c516af0047cf2ac93dcfc3c1d633310170f59f2471c02e7db942
ruler_niah_multikey_3_16k:0220	ruler_niah_multikey_3_16k	15	0.0	1.0	1.0	"[""L6"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL""]"	08956c338fb2b829153bb3062bdec5ec566d6e32d597d40ef4a20f9ac60a1bae
ruler_niah_multikey_3_16k:0251	ruler_niah_multikey_3_16k	15	0.0	1.0	1.0	"[""L24"", ""L18"", ""L0"", ""L12"", ""L0"", ""L0"", ""L12"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0""]"	79453cf1f773957787b656a04bdd5a32957d858ddde966477582ce73e49c598c
ruler_niah_multikey_3_16k:0253	ruler_niah_multikey_3_16k	14	0.0	1.0	1.0	"[""L12"", ""L24"", ""L12"", ""L12"", ""L12"", ""L12"", ""ALL"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"	e29e7ec0cfc6a089f3a3a9d6e06ce56684cf60769bcce2341f0eb4683400b4b3
ruler_niah_multikey_3_16k:0362	ruler_niah_multikey_3_16k	15	0.0	1.0	1.0	"[""L24"", ""L6"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0""]"	95ab8704c4d7a96f6034606b5022cf26b225831e343c2c98bae266fd196ef548
ruler_niah_multikey_3_16k:0394	ruler_niah_multikey_3_16k	15	0.0	1.0	1.0	"[""L24"", ""L18"", ""L0"", ""L12"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""OFF"", ""L24"", ""L0"", ""L0"", ""L0"", ""L0""]"	20c493dffdffcf3b444730facf1a05b22f50116690957c6f243001ea8d23e4b6
ruler_niah_multikey_3_16k:0429	ruler_niah_multikey_3_16k	14	0.0	1.0	1.0	"[""ALL"", ""ALL"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0""]"	59e641ec79c0a051527d8b459b9130194b198f2a6001fb7b2841e476ada60ca1
ruler_niah_multikey_3_16k:0464	ruler_niah_multikey_3_16k	15	0.0	1.0	1.0	"[""OFF"", ""L6"", ""OFF"", ""L6"", ""L6"", ""OFF"", ""L0"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6""]"	a0fd4f75383d5f1606eaad4853d7b2c77038bdfe8b818f8c4c78fb48a41386ae
ruler_niah_multiquery_16k:0001	ruler_niah_multiquery_16k	15	0.75	1.0	0.25	"[""L24"", ""L18"", ""L24"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0""]"	59fd6d6cfd8c944feaa07459b79bf7acb22772c54c1e10deddf78fd84fd95be8
ruler_niah_multiquery_16k:0063	ruler_niah_multiquery_16k	15	0.75	1.0	0.25	"[""ALL"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF""]"	f61e0dc46d4032e15129fc15f863abf1be3b1e1274b3a2eecbe8f5ec2518627f
ruler_niah_multiquery_16k:0068	ruler_niah_multiquery_16k	15	0.75	1.0	0.25	"[""L24"", ""L18"", ""L0"", ""L18"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0""]"	f53a60b71a62d2d925b700428cd11ceae69d3a08732d26274a7b774bb65ab63c
ruler_niah_multiquery_16k:0082	ruler_niah_multiquery_16k	15	0.75	1.0	0.25	"[""L24"", ""L18"", ""L0"", ""L12"", ""L18"", ""L18"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0""]"	786750b0e9be42bac92470813ab24c6c69c4c5ee820a25a817b1a78f7e1bf55a
ruler_niah_multiquery_16k:0100	ruler_niah_multiquery_16k	15	0.75	1.0	0.25	"[""L6"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL""]"	5eb9196d4f5f77756dcbd67923faa028d4c09a3e9373de7ed94fa43381117ff8
ruler_niah_multiquery_16k:0129	ruler_niah_multiquery_16k	15	0.75	1.0	0.25	"[""L6"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0""]"	5b16f63474fde5cb3f003dfd42c59d1bd80563c673c431d2c228b0bd101217fb
ruler_niah_multiquery_16k:0131	ruler_niah_multiquery_16k	15	0.75	1.0	0.25	"[""L6"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL""]"	24d952843a608f923928548ed705efc683537e5431eac3f60ca02e80273e8c0b
ruler_niah_multiquery_16k:0147	ruler_niah_multiquery_16k	15	0.75	1.0	0.25	"[""L12"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24""]"	1781dcec89cd95e344aeba08481b90e43cf8379188c329eddd002fd24fac381c
ruler_niah_multiquery_16k:0201	ruler_niah_multiquery_16k	15	0.75	1.0	0.25	"[""ALL"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18""]"	35a38d5499a8772418194b55a0487ca0eba248d30ee388a45b4211b66b9cebef
ruler_niah_multiquery_16k:0381	ruler_niah_multiquery_16k	15	0.75	1.0	0.25	"[""L18"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0""]"	df3f80aad31da6eed4e91e56c4d0f8a15e0cd95986c6649d3f1c302386b8292b
ruler_niah_multiquery_16k:0404	ruler_niah_multiquery_16k	15	0.75	1.0	0.25	"[""L24"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6""]"	de3353cb079dd1b5bcb77ff3f55656da1378f9bb20e8ddce4eebc01b09d5660c
ruler_niah_multiquery_16k:0454	ruler_niah_multiquery_16k	15	0.5	1.0	0.5	"[""L0"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24""]"	50c01701a35ed7e84fe0572df94ed8981e60617f752eae6b91b8382bebf89b6f
ruler_niah_multivalue_16k:0060	ruler_niah_multivalue_16k	15	0.75	1.0	0.25	"[""L18"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL""]"	d62f96f85a0788351c357d05d29ae21517ee99400e80b9a8e03c84f3ff7b15e0
ruler_niah_multivalue_16k:0144	ruler_niah_multivalue_16k	15	0.75	1.0	0.25	"[""L18"", ""L6"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18""]"	3b8322568daa8d5aa145787dd709e23765869e8572aba13a8483f7791787bc46
ruler_niah_multivalue_16k:0192	ruler_niah_multivalue_16k	15	0.75	1.0	0.25	"[""L24"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF""]"	d0dcfc8d64efeeb12fcf60ad605edbfd268c3a968eb7fc6c8f8b749066a6541f
ruler_niah_multivalue_16k:0245	ruler_niah_multivalue_16k	15	0.75	1.0	0.25	"[""L6"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"	ccdee6fa4be9089047c2246917bfc263caac0cd10d6cd53a645c203a5fa0a2fd
ruler_niah_multivalue_16k:0266	ruler_niah_multivalue_16k	15	0.75	1.0	0.25	"[""L24"", ""L18"", ""L24"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0""]"	e88f53fca3c8d0d74435f4428890aa11a128548acf9faa4a918c1ab6a4ea7b0c
ruler_niah_multivalue_16k:0288	ruler_niah_multivalue_16k	15	0.75	1.0	0.25	"[""L0"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24""]"	7df4f409bd0c2f8459b7d375f746abd67e2d8fa130b22eceee5158b9398e0a5f
ruler_niah_multivalue_16k:0496	ruler_niah_multivalue_16k	15	0.75	1.0	0.25	"[""L6"", ""L0"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"	bd0963a7f5563e27efcd11fd1ce16aca7bc18fd04e3f2136b340e328c17a1ab4
ruler_niah_multivalue_16k:0498	ruler_niah_multivalue_16k	15	0.5	1.0	0.5	"[""L6"", ""L12"", ""ALL"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"	68b237e46379cf73eee821ce9d2013747829a9ef45eedf32a238b9843035a7b4
ruler_qa_hotpotqa_16k:0006	ruler_qa_hotpotqa_16k	14	0.0	1.0	1.0	"[""ALL"", ""ALL"", ""ALL"", ""L18"", ""L18"", ""L18"", ""L18"", ""L6"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""OFF""]"	c507f5581dfd6fa8e9b11ac75a62ba62d85f1cbeff727cfb3d78543d32548b63
ruler_qa_hotpotqa_16k:0023	ruler_qa_hotpotqa_16k	14	0.0	1.0	1.0	"[""L12"", ""L0"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"	f6690e3f4164a387d9845f960f04243c4d4637823e0e90072ee7bb9bdc689ae8
ruler_qa_hotpotqa_16k:0031	ruler_qa_hotpotqa_16k	14	0.0	1.0	1.0	"[""L12"", ""L24"", ""ALL"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"	9b52fddc5a583fcb7ccad726879bd052b66b6f1dd287c36275d0e42d2dfb3308
ruler_qa_hotpotqa_16k:0059	ruler_qa_hotpotqa_16k	14	0.0	1.0	1.0	"[""L18"", ""OFF"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24""]"	796b29c7e406e8a4507afc892128d512f3ecf1b97dcf6343e75aa801e11cfccc
ruler_qa_hotpotqa_16k:0085	ruler_qa_hotpotqa_16k	14	0.0	1.0	1.0	"[""ALL"", ""ALL"", ""ALL"", ""L18"", ""L18"", ""L18"", ""L18"", ""L6"", ""OFF"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL""]"	7605c484c2dad237713170da4674a650ef6cf71d55601c159208b15844dbb362
ruler_qa_hotpotqa_16k:0118	ruler_qa_hotpotqa_16k	14	0.0	1.0	1.0	"[""L6"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"	5e4766139cb7f73fd887378a9cc33236f3ffb53c2461da7a6352e04d92bb0c74
ruler_qa_hotpotqa_16k:0140	ruler_qa_hotpotqa_16k	13	0.0	1.0	1.0	"[""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18""]"	e4a66ab8a3bcc20349a1a5d81bc8e2dd9d36dae37746217440cbda29f7bc43cb
ruler_qa_hotpotqa_16k:0191	ruler_qa_hotpotqa_16k	13	0.0	1.0	1.0	"[""L0"", ""L24"", ""L18"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24""]"	f7713fcef813dd261b4e54fe065b7a9c7b6bb294a4280599fe93af2f4a183508
ruler_qa_hotpotqa_16k:0312	ruler_qa_hotpotqa_16k	14	0.0	1.0	1.0	"[""L18"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0""]"	ed1db31a3a5fdac32221d6158631e70b6bb151efc60b25d50bcb5fc4ec872af2
ruler_qa_hotpotqa_16k:0337	ruler_qa_hotpotqa_16k	14	0.0	1.0	1.0	"[""L6"", ""L6"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF""]"	5eea3180e8359440a49ccc82afb110b05d158400c00a937e10369a6a0787e60b
ruler_qa_hotpotqa_16k:0348	ruler_qa_hotpotqa_16k	14	0.0	1.0	1.0	"[""ALL"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24""]"	f0a522df64cd0878ff5539813f936af2987aae723fc704e0509e079e4ac4b874
ruler_qa_hotpotqa_16k:0364	ruler_qa_hotpotqa_16k	15	0.0	1.0	1.0	"[""L18"", ""L6"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18""]"	fa0cab233a0b6075c0d5d07ef1f6451fa7b5d76106f06981b33db02914197751
