update_step,stage,cumulative_tokens,global_mean_loss,global_valid_tokens,global_answer_positions,global_context_positions,grad_norm_before_clip,grad_norm_after_clip,learning_rate,iteration_seconds_excluding_checkpoint,checkpoint_seconds,logged_at_unix
34,1,1885097,0.731201127597607,49625,0,49625,760.0,1.0,5e-06,30.098888628184795,0.0,1789111081.357005
35,1,1939429,1.05285818435947,54330,0,54330,30.625,1.0,5e-06,29.811625850386918,0.0,1789111111.1691794
36,1,1990140,1.1857921855587765,50709,0,50709,120.0,1.0,5e-06,30.00270177004859,0.0,1789111141.1724286
37,1,2055676,0.23958713076179922,65534,0,65534,6.03125,1.0,5e-06,30.145987490657717,0.0,1789111171.3189738
38,1,2110721,0.8482744456606653,55043,0,55043,6.9375,1.0,5e-06,30.118162183091044,0.0,1789111201.4376817
39,1,2175665,0.9084975583982631,64942,0,64942,7.84375,1.0,5e-06,30.11741732014343,0.0,1789111231.5556226
40,1,2225279,0.5425579449654317,49612,0,49612,10.75,1.0,5e-06,30.00873434729874,0.0,1789111261.564907
41,1,2274962,0.4409627761053018,49681,0,49681,28.0,1.0,5e-06,30.18909043073654,0.0,1789111291.7545629
42,1,2340497,0.6805837564662078,65533,0,65533,12.9375,1.0,5e-06,30.264247238170356,0.0,1789111322.019365
43,1,2391187,0.581186101894186,50688,0,50688,7.5,1.0,5e-06,30.14748382056132,0.0,1789111352.1674123
44,1,2424251,0.5392720672051752,33062,0,33062,23.875,1.0,5e-06,12.293602254707366,0.0,1789111364.4615843
45,1,2473403,0.46011130626907426,49150,0,49150,30.0,1.0,5e-06,30.06641774205491,0.0,1789111394.528546
46,1,2522954,1.0637617323886457,49549,0,49549,35.75,1.0,5e-06,30.017989565152675,0.0,1789111424.5470815
47,1,2572934,0.6317568988167294,49978,0,49978,17.625,1.0,5e-06,34.11319667007774,0.0,1789111458.6609204
48,1,2622486,0.5550052424949546,49550,0,49550,11.0625,1.0,5e-06,29.713452054187655,0.0,1789111488.3750658
49,1,2672163,0.4654734288500252,49675,0,49675,8.875,1.0,5e-06,29.963615357875824,0.0,1789111518.339304
50,1,2737699,0.5357711502807703,65534,0,65534,15.0625,1.0,5e-06,30.134692814201117,0.0,1789111548.4746015
51,1,2788658,0.17420651254519742,50957,0,50957,7.46875,1.0,5e-06,30.057972914073616,0.0,1789111578.5331597
52,1,2845687,0.22469757078472696,57027,0,57027,7.0,1.0,5e-06,30.164658340159804,0.0,1789111608.69838
53,1,2896095,0.6568623519211503,50406,0,50406,111.0,1.0,5e-06,29.886479909997433,0.0,1789111638.5854173
54,1,2952221,1.200019362817155,56124,0,56124,240.0,1.0,5e-06,30.115872275084257,0.0,1789111668.701895
55,1,3001373,0.44266217096897253,49150,0,49150,5.21875,1.0,5e-06,30.214554969221354,0.0,1789111698.9170842
56,1,3058150,0.9530370878742844,56775,0,56775,12.25,1.0,5e-06,29.877189075108618,0.0,1789111728.7948966
57,1,3112875,1.241850361708057,54723,0,54723,10.75,1.0,5e-06,30.330841799266636,0.0,1789111759.1263368
58,1,3173819,0.46279125733791965,60942,0,60942,10.0,1.0,5e-06,30.246852376963943,0.0,1789111789.3738124
59,1,3239355,0.11081355729945525,65534,0,65534,4.90625,1.0,5e-06,30.228396374266595,0.0,1789111819.6027727
60,1,3289127,0.6450214737793851,49770,0,49770,14.9375,1.0,5e-06,30.080290409270674,0.0,1789111849.6836631
61,1,3338576,0.6612329236354076,49447,0,49447,41.75,1.0,5e-06,30.050068630836904,0.0,1789111879.7343068
62,1,3388080,0.9021285992863924,49502,0,49502,22.5,1.0,5e-06,29.6945837601088,0.0,1789111909.429459
63,1,3449504,1.7824812363648204,61422,0,61422,24.75,1.0,5e-06,29.986341515090317,0.0,1789111939.4163604
64,1,3498805,2.44897763519544,49299,0,49299,52.25,1.0,5e-06,30.17210215423256,0.0,1789111969.589052
65,1,3564341,1.0510684637459182,65534,0,65534,10.0,1.0,5e-06,30.25661968672648,0.0,1789111999.8462253
66,1,3617854,0.8547740549256228,53511,0,53511,49.0,1.0,5e-06,30.118620806373656,0.0,1789112029.9654438
67,1,3667623,0.35863633320335264,49767,0,49767,15.0,1.0,5e-06,30.137723830062896,0.0,1789112060.103725
68,1,3717704,0.6269622122047166,50079,0,50079,13.4375,1.0,5e-06,29.78946490585804,0.0,1789112089.8937528
69,1,3767917,0.8651581731343729,50211,0,50211,13.5,1.0,5e-06,30.027706233784556,0.0,1789112119.9220169
70,1,3833452,0.6161286942265729,65533,0,65533,37.25,1.0,5e-06,30.215267412830144,0.0,1789112150.1378317
71,1,3882874,0.6828691532717017,49420,0,49420,9.5625,1.0,5e-06,30.07875767722726,0.0,1789112180.217133
72,1,3934243,0.34578321084365937,51367,0,51367,14.875,1.0,5e-06,30.17189915617928,0.0,1789112210.3896046
73,1,3984148,0.21542152615918633,49903,0,49903,9.8125,1.0,5e-06,29.83905795123428,0.0,1789112240.229257
74,1,4036852,0.5675928673840651,52702,0,52702,12.3125,1.0,5e-06,30.051151373889297,0.0,1789112270.2809792
75,1,4102388,0.9073859203810236,65534,0,65534,12.5625,1.0,5e-06,30.21399765694514,0.0,1789112300.4955544
76,1,4159078,0.9770063012123377,56688,0,56688,120.0,1.0,5e-06,30.144821682944894,0.0,1789112330.6409402
77,1,4210894,0.4004959069339368,51814,0,51814,35.5,1.0,5e-06,30.164490323048085,0.0,1789112360.8059926
78,1,4262329,0.207180794617664,51433,0,51433,8.0,1.0,5e-06,29.90579059533775,0.0,1789112390.7123442
79,1,4311955,0.4553818346780288,49624,0,49624,7.9375,1.0,5e-06,30.05903555219993,0.0,1789112420.7719839
80,1,4377491,0.00880631484587199,65534,0,65534,1.6875,1.0,5e-06,30.21576878335327,0.0,1789112450.9883225
81,1,4426734,0.7141983473185455,49241,0,49241,20.5,1.0,5e-06,30.10408265143633,0.0,1789112481.0929568
82,1,4476123,0.5211903404489036,49387,0,49387,13.625,1.0,5e-06,30.113763127010316,0.0,1789112511.207313
83,1,4526141,0.5638084289589831,50016,0,50016,13.0625,1.0,5e-06,29.944449489936233,0.0,1789112541.1523407
84,1,4576600,0.7024033149513447,50457,0,50457,9.3125,1.0,5e-06,30.05370168108493,0.0,1789112571.2066107
85,1,4642136,0.6305424474318674,65534,0,65534,7.78125,1.0,5e-06,30.186137892771512,0.0,1789112601.3933415
86,1,4700043,0.24166532028484156,57905,0,57905,3.890625,1.0,5e-06,30.117176717612892,0.0,1789112631.5111187
87,1,4749915,0.1672081812125589,49870,0,49870,3.9375,1.0,5e-06,30.102745831012726,0.0,1789112661.614488
88,1,4801287,0.4177866497043508,51370,0,51370,656.0,1.0,5e-06,29.788899887818843,0.0,1789112691.403979
89,1,4852497,1.2302855968549835,51208,0,51208,1192.0,1.0,5e-06,30.06362516572699,0.0,1789112721.4682002
90,1,4918033,0.737798258823664,65534,0,65534,12.8125,1.0,5e-06,30.185382761992514,0.0,1789112751.6541495
91,1,4971937,0.6379551880612037,53902,0,53902,33.25,1.0,5e-06,30.121294518001378,0.0,1789112781.776013
92,1,5021909,0.5855010662647588,49970,0,49970,11.5,1.0,5e-06,30.07252818904817,0.0,1789112811.8491313
93,1,5082721,0.48845878491921557,60810,0,60810,8.0,1.0,5e-06,29.727088409941643,0.0,1789112841.576785
94,1,5137138,0.7521945063401636,54415,0,54415,12.375,1.0,5e-06,30.092174649704248,0.0,1789112871.6695018
95,1,5202673,0.6559363460012513,65533,0,65533,14.8125,1.0,5e-06,30.13270689919591,0.0,1789112901.8027816
96,1,5252660,0.6608822881239372,49985,0,49985,92.5,1.0,5e-06,30.033146450296044,0.0,1789112931.8365002
97,1,5306913,0.4985316010879984,54251,0,54251,34.75,1.0,5e-06,30.053704941179603,0.0,1789112961.8907697
98,1,5357909,1.5288783208563752,50994,0,50994,100.0,1.0,5e-06,29.734661508817226,0.0,1789112991.6260293
99,1,5408132,3.699815876326636,50221,0,50221,189.0,1.0,5e-06,30.030038353987038,0.0,1789113021.6566503
100,1,5473668,0.15371009406853695,65534,0,65534,10.3125,1.0,5e-06,30.186727902386338,0.0,1789113051.8439271
101,1,5527733,0.9298100422192627,54063,0,54063,13.0625,1.0,5e-06,30.098104866221547,0.0,1789113081.9426067
102,1,5578371,0.6226879252162493,50636,0,50636,7.875,1.0,5e-06,30.280121603049338,0.0,1789113112.223309
103,1,5629114,0.690373662324353,50741,0,50741,6.90625,1.0,5e-06,29.780968734063208,0.0,1789113142.004829
104,1,5694650,0.462204316175573,65534,0,65534,10.875,1.0,5e-06,29.953180118929595,0.0,1789113171.9585736
105,1,5745970,0.6093361034383648,51318,0,51318,11.875,1.0,5e-06,30.05821673385799,0.0,1789113202.0173745
106,1,5795511,0.560963371346313,49539,0,49539,11.6875,1.0,5e-06,30.041617407929152,0.0,1789113232.0595927
107,1,5845615,0.48588896229816175,50102,0,50102,9.1875,1.0,5e-06,30.10220452817157,0.0,1789113262.1623652
108,1,5911151,0.09130104235611476,65534,0,65534,4.125,1.0,5e-06,30.17017836123705,0.0,1789113292.333102
109,1,5961670,0.3511183135905982,50517,0,50517,14.0,1.0,5e-06,30.089393569156528,0.0,1789113322.4231045
110,1,6011965,0.46752375804349017,50293,0,50293,10.375,1.0,5e-06,29.971223822794855,0.0,1789113352.3949108
111,1,6062781,0.4592207417923702,50814,0,50814,8.5625,1.0,5e-06,30.185895959381014,0.0,1789113382.5814164
112,1,6128317,0.5233437986388745,65534,0,65534,13.875,1.0,5e-06,30.245998804923147,0.0,1789113412.8279932
113,1,6179864,0.46531730087181106,51545,0,51545,6.875,1.0,5e-06,30.149797571823,0.0,1789113442.9784255
114,1,6229951,1.16062989792353,50085,0,50085,8.5,1.0,5e-06,30.308830611873418,0.0,1789113473.2878838
115,1,6281072,1.2876612047379643,51119,0,51119,24.25,1.0,5e-06,29.793369791004807,0.0,1789113503.0819018
116,1,6335272,0.1997273965728094,54198,0,54198,24.0,1.0,5e-06,29.999927073251456,0.0,1789113533.0824096
117,1,6400808,0.06576981129606864,65534,0,65534,5.59375,1.0,5e-06,30.190902940928936,0.0,1789113563.2738943
118,1,6455457,0.9815993730213919,54647,0,54647,9.5625,1.0,5e-06,30.330118417739868,0.0,1789113593.6045413
119,1,6505142,1.3823192949550147,49683,0,49683,66.0,1.0,5e-06,30.12234712112695,0.0,1789113623.72738
120,1,6554924,1.1816308358339191,49780,0,49780,24.125,1.0,5e-06,29.783796727191657,0.0,1789113653.5118182
121,1,6611961,0.6361960788879635,57035,0,57035,13.25,1.0,5e-06,29.992944406811148,0.0,1789113683.5053165
122,1,6677497,0.6062647943243202,65534,0,65534,9.3125,1.0,5e-06,30.149227079935372,0.0,1789113713.6551197
123,1,6729465,0.22219544314431552,51966,0,51966,12.5,1.0,5e-06,30.31716717593372,0.0,1789113743.9728682
124,1,6779681,0.4853744139146951,50214,0,50214,9.125,1.0,5e-06,30.09000157099217,0.0,1789113774.0634553
125,1,6829081,0.4630970619164902,49398,0,49398,9.5,1.0,5e-06,29.761484695132822,0.0,1789113803.8254933
126,1,6894615,0.06624207761213033,65532,0,65532,7.21875,1.0,5e-06,29.955791044980288,0.0,1789113833.781848
127,1,6945499,1.1625790201471051,50882,0,50882,26.5,1.0,5e-06,30.199132748879492,0.0,1789113863.9815102
128,1,7011035,1.3056689800332653,65534,0,65534,17.0,1.0,5e-06,29.9620475852862,0.0,1789113893.9441006
129,1,7069225,0.4395211795978123,58188,0,58188,6.875,1.0,5e-06,30.020025929436088,0.0,1789113923.9646733
130,1,7118565,0.6416910084835725,49338,0,49338,13.3125,1.0,5e-06,29.974485808983445,0.0,1789113953.939726
131,1,7169631,0.5385806445098308,51064,0,51064,12.3125,1.0,5e-06,29.71716513019055,0.0,1789113983.657431
132,1,7219639,0.725799564208545,50006,0,50006,11.0625,1.0,5e-06,29.959933267906308,0.0,1789114013.6179173
133,1,7285175,0.43171066259498886,65534,0,65534,7.71875,1.0,5e-06,30.115187047049403,0.0,1789114043.7336483
134,1,7334957,1.8003008942471876,49780,0,49780,166.0,1.0,5e-06,30.098602742888033,0.0,1789114073.8328319
135,1,7384646,0.8886332346740596,49687,0,49687,21.75,1.0,5e-06,30.11950290389359,0.0,1789114103.9529104
136,1,7435689,0.37699596356972825,51041,0,51041,5.78125,1.0,5e-06,29.806312405038625,0.0,1789114133.7597988
137,1,7487269,0.3319742595559153,51578,0,51578,10.625,1.0,5e-06,30.00581211457029,0.0,1789114163.7662103
138,1,7552805,0.9769801028855251,65534,0,65534,202.0,1.0,5e-06,30.171369448304176,0.0,1789114193.938156
139,1,7603661,0.37618518669868645,50854,0,50854,11.8125,1.0,5e-06,30.103568388149142,0.0,1789114224.0422711
140,1,7653407,0.5562646178119471,49744,0,49744,9.0625,1.0,5e-06,30.287212619092315,0.0,1789114254.3300567
141,1,7705491,0.5864569632982605,52082,0,52082,8.1875,1.0,5e-06,29.74858536478132,0.0,1789114284.0792234
142,1,7755203,0.6431189178485214,49710,0,49710,12.1875,1.0,5e-06,30.005900321062654,0.0,1789114314.0857515
143,1,7820739,0.5287025687524797,65534,0,65534,7.8125,1.0,5e-06,30.255178661085665,0.0,1789114344.341606
144,1,7870019,0.25362618040441476,49278,0,49278,10.5625,1.0,5e-06,30.1190523407422,0.0,1789114374.461302
145,1,7919502,0.368595493882753,49481,0,49481,8.9375,1.0,5e-06,30.081485256087035,0.0,1789114404.543397
146,1,7969643,0.635113875613295,50139,0,50139,11.5,1.0,5e-06,29.742801789194345,0.0,1789114434.286805
147,1,8019094,0.2929260924133956,49449,0,49449,10.75,1.0,5e-06,30.047035235911608,0.0,1789114464.3344398
148,1,8084630,0.8826880119003113,65534,0,65534,8.625,1.0,5e-06,30.19473555497825,0.0,1789114494.5297275
149,1,8136278,0.8453826591120319,51646,0,51646,20.75,1.0,5e-06,30.106143075972795,0.0,1789114524.6365097
150,1,8186641,0.4681569575477552,50361,0,50361,11.375,1.0,5e-06,30.09151562768966,0.0,1789114554.7285657
151,1,8240994,0.5797516878139317,54351,0,54351,10.875,1.0,5e-06,29.71351547818631,0.0,1789114584.4426906
152,1,8291101,0.731833676622842,50105,0,50105,9.875,1.0,5e-06,30.032123391050845,0.0,1789114614.4753878
153,1,8356637,1.2841112294763024,65534,0,65534,36.0,1.0,5e-06,30.140761997085065,0.0,1789114644.6167026
154,1,8407495,0.1532412653957989,50856,0,50856,10.0,1.0,5e-06,30.33915657689795,0.0,1789114674.9564462
155,1,8460739,0.4301284177303046,53242,0,53242,7.1875,1.0,5e-06,30.08130284724757,0.0,1789114705.038308
156,1,8512283,0.5811905559119261,51542,0,51542,7.28125,1.0,5e-06,30.25062350789085,0.0,1789114735.2896714
157,1,8562934,0.46202606572933325,50649,0,50649,11.1875,1.0,5e-06,30.78766011679545,0.0,1789114766.0782568
158,1,8628470,1.219683139191107,65534,0,65534,78.5,1.0,5e-06,30.20817565312609,0.0,1789114796.286997
159,1,8692490,1.0751698069781155,64018,0,64018,14.5,1.0,5e-06,30.47492219787091,0.0,1789114826.7624667
160,1,8743744,0.4964469755448568,51252,0,51252,8.5625,1.0,5e-06,30.421842738986015,0.0,1789114857.1848814
161,1,8793136,0.29545082822939867,49390,0,49390,10.3125,1.0,5e-06,30.023386534303427,0.0,1789114887.2088416
162,1,8843286,0.39699756299478545,50148,0,50148,8.1875,1.0,5e-06,30.101653054822236,0.0,1789114917.3110929
163,1,8908623,0.4147833043162164,65335,0,65335,8.8125,1.0,5e-06,30.715249638073146,0.0,1789114948.0269368
164,1,8974159,0.30630679899937435,65534,0,65534,5.6875,1.0,5e-06,30.911044004838914,0.0,1789114979.0503092
165,1,9023898,2.282165440215534,49737,0,49737,42.0,1.0,5e-06,30.08585918182507,0.0,1789115009.1367633
166,1,9075781,1.3553668792525202,51881,0,51881,16.625,1.0,5e-06,30.070913187228143,0.0,1789115039.2082517
167,1,9126774,0.22560866094935872,50991,0,50991,7.4375,1.0,5e-06,29.76805497892201,0.0,1789115068.9768977
168,1,9181387,0.6731936660540001,54611,0,54611,14.875,1.0,5e-06,30.026192487217486,0.0,1789115099.0036688
169,1,9246923,1.5941681989501633,65534,0,65534,6.71875,1.0,5e-06,33.779017116874456,0.0,1789115132.7832954
170,1,9299327,0.5746144290771344,52402,0,52402,9.0,1.0,5e-06,30.100697664078325,0.0,1789115162.8846333
171,1,9350881,0.5913618621731456,51552,0,51552,13.125,1.0,5e-06,30.152006262913346,0.0,1789115193.0372782
172,1,9400552,0.5507878267411515,49669,0,49669,11.1875,1.0,5e-06,29.81627036491409,0.0,1789115222.8542013
173,1,9450872,0.347640704339153,50318,0,50318,10.0,1.0,5e-06,30.095523492898792,0.0,1789115252.95028
174,1,9516408,1.0216527930635242,65534,0,65534,10.125,1.0,5e-06,30.188637520186603,0.0,1789115283.1395059
175,1,9568067,0.20710938331808854,51657,0,51657,47.75,1.0,5e-06,30.110428396146744,0.0,1789115313.2505245
176,1,9620944,0.5418128555333924,52875,0,52875,19.375,1.0,5e-06,30.127620399929583,0.0,1789115343.3787277
177,1,9670332,0.6651886138341332,49386,0,49386,10.5,1.0,5e-06,29.812689100857824,0.0,1789115373.1920242
178,1,9720632,0.5063342789474731,50298,0,50298,9.25,1.0,5e-06,30.097759876865894,0.0,1789115403.29043
179,1,9785256,1.5484406553689145,64622,0,64622,28160.0,1.0,5e-06,30.283310862258077,0.0,1789115433.5743475
180,1,9850792,0.4399793606658376,65534,0,65534,6.03125,1.0,5e-06,30.325045068748295,0.0,1789115463.9003234
181,1,9903863,0.5115079395456859,53069,0,53069,5.1875,1.0,5e-06,30.134197420906276,0.0,1789115494.035087
182,1,9956233,0.25055252387550603,52368,0,52368,6.625,1.0,5e-06,30.08043109998107,0.0,1789115524.1161096
183,1,10010912,0.3431686383785687,54677,0,54677,5.53125,1.0,5e-06,29.78257815632969,0.0,1789115553.8992512
184,1,10061782,0.5734235699506566,50868,0,50868,11.0625,1.0,5e-06,29.990389114245772,0.0,1789115583.8901987
185,1,10127317,0.2214347309990768,65533,0,65533,8.3125,1.0,5e-06,30.14112673792988,0.0,1789115614.0318866
186,1,10176695,0.5023328839226041,49376,0,49376,13.5,1.0,5e-06,30.1035923701711,0.0,1789115644.136087
187,1,10232156,0.7218065583922357,55459,0,55459,51.0,1.0,5e-06,30.122617565095425,0.0,1789115674.2592912
188,1,10283595,1.2334464900630868,51437,0,51437,121.5,1.0,5e-06,29.82030909601599,0.0,1789115704.0802007
189,1,10342642,1.8526801592006097,59045,0,59045,16.75,1.0,5e-06,30.033140634186566,0.0,1789115734.1139092
190,1,10408178,0.8407965891273995,65534,0,65534,16.5,1.0,5e-06,30.122961568646133,0.0,1789115764.237472
191,1,10458586,1.339407913988414,50406,0,50406,10240.0,1.0,5e-06,30.061284735798836,0.0,1789115794.299333
192,1,10523105,0.9493039988491405,64517,0,64517,1528.0,1.0,5e-06,30.010813164059073,0.0,1789115824.310723
193,1,10578080,0.9346331096629255,54973,0,54973,10.25,1.0,5e-06,30.032433048821986,0.0,1789115854.3437412
194,1,10627972,0.6473694863073762,49890,0,49890,12.1875,1.0,5e-06,29.842631608247757,0.0,1789115884.186945
195,1,10677348,0.48781391458561185,49374,0,49374,11.3125,1.0,5e-06,30.017377666197717,0.0,1789115914.2048962
196,1,10742884,0.5243251296559801,65534,0,65534,10.8125,1.0,5e-06,30.135032025165856,0.0,1789115944.3405387
197,1,10793447,0.49637763512143745,50561,0,50561,9.0,1.0,5e-06,30.06076569436118,0.0,1789115974.4018931
198,1,10843606,0.9039522150447594,50157,0,50157,11.4375,1.0,5e-06,30.10665577603504,0.0,1789116004.509136
199,1,10892887,0.9055494290164168,49279,0,49279,36.5,1.0,5e-06,29.79993322212249,0.0,1789116034.3096313
200,1,10943539,0.04330385530100876,50650,0,50650,6.4375,1.0,5e-06,30.02738218801096,0.0,1789116064.3375983
201,1,11009075,0.6222442143581958,65534,0,65534,17.0,1.0,5e-06,30.170190666802227,0.0,1789116094.5083606
202,1,11058517,1.5925737004449838,49440,0,49440,60.0,1.0,5e-06,30.111701582092792,0.0,1789116124.6206307
203,1,11109996,0.9414531459438196,51477,0,51477,21.375,1.0,5e-06,30.162745943758637,0.0,1789116154.7839468
204,1,11159422,0.4875065836562196,49424,0,49424,14.9375,1.0,5e-06,29.84515521582216,0.0,1789116184.6296587
205,1,11209079,0.7140018471201289,49655,0,49655,20.375,1.0,5e-06,30.062250494025648,0.0,1789116214.692495
206,1,11274614,0.29201433909013397,65533,0,65533,7.8125,1.0,5e-06,30.1692197159864,0.0,1789116244.8622851
207,1,11329579,0.514199147324109,54963,0,54963,24.5,1.0,5e-06,30.105681840796024,0.0,1789116274.9685233
208,1,11380759,0.5455855169396518,51178,0,51178,12.75,1.0,5e-06,30.13029116485268,0.0,1789116305.099501
209,1,11431170,0.5403500246886717,50409,0,50409,10.3125,1.0,5e-06,29.814364427234977,0.0,1789116334.9144282
210,1,11484011,0.10249500176834346,52839,0,52839,8.625,1.0,5e-06,30.030484513845295,0.0,1789116364.9454799
211,1,11549547,0.7625918654820398,65534,0,65534,15.375,1.0,5e-06,30.14559569209814,0.0,1789116395.0916343
212,1,11599711,0.537278728637963,50162,0,50162,11.125,1.0,5e-06,30.115197403822094,0.0,1789116425.2073848
213,1,11649511,0.41334885515608055,49798,0,49798,9.75,1.0,5e-06,30.11178347002715,0.0,1789116455.3197465
214,1,11698800,0.41750285833802525,49287,0,49287,11.6875,1.0,5e-06,29.7636216590181,0.0,1789116485.083939
215,1,11764024,0.42275378946137804,65222,0,65222,16.125,1.0,5e-06,29.976479781791568,0.0,1789116515.0609941
216,1,11829560,0.25887427180273315,65534,0,65534,50.0,1.0,5e-06,30.06068866001442,0.0,1789116545.1222653
217,1,11880620,0.40299656724644034,51058,0,51058,9.3125,1.0,5e-06,30.066183969844133,0.0,1789116575.1890328
218,1,11931253,0.5945737835392348,50631,0,50631,17.75,1.0,5e-06,29.99676097277552,0.0,1789116605.1863594
219,1,11980797,0.6651856789441282,49542,0,49542,17.0,1.0,5e-06,29.69696905463934,0.0,1789116634.8839011
220,1,12030516,1.1323078467878191,49717,0,49717,85.5,1.0,5e-06,30.172030134126544,0.0,1789116665.056497
221,1,12096052,0.08514243545692884,65534,0,65534,8.375,1.0,5e-06,30.09430694906041,0.0,1789116695.1513913
222,1,12146993,0.22624615099524675,50939,0,50939,7.375,1.0,5e-06,30.030947977211326,0.0,1789116725.182911
223,1,12201282,0.26212047773868513,54287,0,54287,6.53125,1.0,5e-06,29.95128134218976,0.0,1789116755.1347713
224,1,12250705,0.7042856275672285,49421,0,49421,21.875,1.0,5e-06,30.158562214579433,0.0,1789116785.2939265
225,1,12316241,0.49538936551541946,65534,0,65534,21.875,1.0,5e-06,30.238408328965306,0.0,1789116815.5328941
226,1,12370395,0.7658109277473593,54152,0,54152,245.0,1.0,5e-06,30.117531006224453,0.0,1789116845.6510143
227,1,12423548,0.9725802945264436,53151,0,53151,17.875,1.0,5e-06,30.088324385229498,0.0,1789116875.7398884
228,1,12478783,0.8453577486511686,55233,0,55233,24.875,1.0,5e-06,29.794543530326337,0.0,1789116905.535015
229,1,12528014,0.7742517351941944,49229,0,49229,36.0,1.0,5e-06,30.029770981986076,0.0,1789116935.5653543
230,1,12593550,1.2301772147854548,65534,0,65534,492.0,1.0,5e-06,30.159113361965865,0.0,1789116965.7250473
231,1,12643785,0.2619947295602492,50233,0,50233,5.4375,1.0,5e-06,30.0762532716617,0.0,1789116995.8018777
232,1,12697088,0.6479354317050806,53301,0,53301,8.25,1.0,5e-06,30.15308523690328,0.0,1789117025.9555364
233,1,12746784,0.5939321744781186,49694,0,49694,7.4375,1.0,5e-06,29.793207196053118,0.0,1789117055.7493165
