sample_id,task,cohort,parent_6500_verified,cell,reward,native_reward,distance_generation_start_relative_l2,closure_L1,closure_L2,closure_L3,closure_L4,closure_L5,closure_L6,first_divergence,K_bit,P_bit
ruler_niah_multikey_2_16k:0045,ruler_niah_multikey_2_16k,KP_ELIGIBLE_167,true,F11,1.0,1.0,0.0,true,true,true,true,true,true,"{""closure_level"": ""NONE_OBSERVED"", ""layer"": null, ""region"": ""NONE_OBSERVED"", ""tensor"": null}",1,1
ruler_vt_16k:0070,ruler_vt_16k,KP_ELIGIBLE_167,true,F11,0.6,0.6,0.0,true,true,true,true,true,true,"{""closure_level"": ""NONE_OBSERVED"", ""layer"": null, ""region"": ""NONE_OBSERVED"", ""tensor"": null}",1,1
ruler_niah_multiquery_16k:0147,ruler_niah_multiquery_16k,KP_ELIGIBLE_167,true,F00,1.0,1.0,0.0,true,true,true,true,true,true,"{""closure_level"": ""NONE_OBSERVED"", ""layer"": null, ""region"": ""NONE_OBSERVED"", ""tensor"": null}",0,0
ruler_fwe_16k:0088,ruler_fwe_16k,KP_ELIGIBLE_167,true,F10,0.6666666666666666,1.0,0.003990516532212496,true,true,false,false,false,false,"{""closure_level"": ""L3"", ""layer"": 12, ""max_abs_diff"": 0.25, ""region"": ""INCOMPLETE_PROMPT_TAIL"", ""relative_l2_diff"": 0.002474816981703043, ""tensor"": ""mlp_output""}",1,0
ruler_qa_squad_16k:0305,ruler_qa_squad_16k,KP_ELIGIBLE_167,true,F11,1.0,1.0,0.0,true,true,true,true,true,true,"{""closure_level"": ""NONE_OBSERVED"", ""layer"": null, ""region"": ""NONE_OBSERVED"", ""tensor"": null}",1,1
ruler_vt_16k:0404,ruler_vt_16k,KP_ELIGIBLE_167,true,F00,0.4,0.8,0.003643830306828022,false,false,false,false,false,false,"{""closure_level"": ""L1"", ""layer"": 7, ""max_abs_diff"": 0.00390625, ""region"": ""FIRST_CONTINUATION_CHUNK"", ""relative_l2_diff"": 4.3888288928428665e-05, ""tensor"": ""attention_output""}",0,0
ruler_niah_multikey_2_16k:0331,ruler_niah_multikey_2_16k,KP_ELIGIBLE_167,true,F11,1.0,1.0,0.0,true,true,true,true,true,true,"{""closure_level"": ""NONE_OBSERVED"", ""layer"": null, ""region"": ""NONE_OBSERVED"", ""tensor"": null}",1,1
ruler_niah_multivalue_16k:0144,ruler_niah_multivalue_16k,KP_ELIGIBLE_167,true,F11,1.0,1.0,0.0,true,true,true,true,true,true,"{""closure_level"": ""NONE_OBSERVED"", ""layer"": null, ""region"": ""NONE_OBSERVED"", ""tensor"": null}",1,1
ruler_vt_16k:0091,ruler_vt_16k,KP_ELIGIBLE_167,true,F00,0.6,0.8,0.005333114415407181,false,false,false,false,false,false,"{""closure_level"": ""L1"", ""layer"": 7, ""max_abs_diff"": 0.0078125, ""region"": ""FIRST_CONTINUATION_CHUNK"", ""relative_l2_diff"": 0.00013343348109629005, ""tensor"": ""attention_output""}",0,0
ruler_qa_hotpotqa_16k:0478,ruler_qa_hotpotqa_16k,KP_ELIGIBLE_167,true,F10,0.0,1.0,0.007369617465883493,true,true,false,false,false,false,"{""closure_level"": ""L3"", ""layer"": 0, ""max_abs_diff"": 0.015625, ""region"": ""INCOMPLETE_PROMPT_TAIL"", ""relative_l2_diff"": 0.0024897796101868153, ""tensor"": ""mlp_output""}",1,0
ruler_fwe_16k:0498,ruler_fwe_16k,KP_ELIGIBLE_167,true,F01,1.0,1.0,0.0,true,true,true,true,true,true,"{""closure_level"": ""NONE_OBSERVED"", ""layer"": null, ""region"": ""NONE_OBSERVED"", ""tensor"": null}",0,1
ruler_niah_multikey_3_16k:0145,ruler_niah_multikey_3_16k,KP_ELIGIBLE_167,true,F00,1.0,1.0,0.0,true,true,true,true,true,true,"{""closure_level"": ""NONE_OBSERVED"", ""layer"": null, ""region"": ""NONE_OBSERVED"", ""tensor"": null}",0,0
ruler_vt_16k:0352,ruler_vt_16k,KP_ELIGIBLE_167,true,F01,0.8,0.8,0.0,true,true,true,true,true,true,"{""closure_level"": ""NONE_OBSERVED"", ""layer"": null, ""region"": ""NONE_OBSERVED"", ""tensor"": null}",0,1
ruler_vt_16k:0083,ruler_vt_16k,KP_ELIGIBLE_167,true,F10,1.0,1.0,0.0,true,true,true,true,true,true,"{""closure_level"": ""NONE_OBSERVED"", ""layer"": null, ""region"": ""NONE_OBSERVED"", ""tensor"": null}",1,0
ruler_qa_hotpotqa_16k:0454,ruler_qa_hotpotqa_16k,KP_ELIGIBLE_167,true,F00,1.0,1.0,0.0,true,true,true,true,true,true,"{""closure_level"": ""NONE_OBSERVED"", ""layer"": null, ""region"": ""NONE_OBSERVED"", ""tensor"": null}",0,0
ruler_fwe_16k:0402,ruler_fwe_16k,KP_ELIGIBLE_167,true,F00,0.6666666666666666,1.0,0.004896689672023058,false,false,false,false,false,false,"{""closure_level"": ""L1"", ""layer"": 13, ""max_abs_diff"": 0.125, ""region"": ""FIRST_CONTINUATION_CHUNK"", ""relative_l2_diff"": 0.00021749167353846133, ""tensor"": ""attention_output""}",0,0
ruler_vt_16k:0485,ruler_vt_16k,KP_ELIGIBLE_167,true,F10,0.8,0.8,0.0,true,true,true,true,true,true,"{""closure_level"": ""NONE_OBSERVED"", ""layer"": null, ""region"": ""NONE_OBSERVED"", ""tensor"": null}",1,0
ruler_vt_16k:0295,ruler_vt_16k,KP_ELIGIBLE_167,true,F01,0.8,0.8,0.0,true,true,true,true,true,true,"{""closure_level"": ""NONE_OBSERVED"", ""layer"": null, ""region"": ""NONE_OBSERVED"", ""tensor"": null}",0,1
ruler_fwe_16k:0017,ruler_fwe_16k,KP_ELIGIBLE_167,true,F01,1.0,1.0,0.0,true,true,true,true,true,true,"{""closure_level"": ""NONE_OBSERVED"", ""layer"": null, ""region"": ""NONE_OBSERVED"", ""tensor"": null}",0,1
ruler_fwe_16k:0254,ruler_fwe_16k,KP_ELIGIBLE_167,true,F11,0.6666666666666666,0.6666666666666666,0.0,true,true,true,true,true,true,"{""closure_level"": ""NONE_OBSERVED"", ""layer"": null, ""region"": ""NONE_OBSERVED"", ""tensor"": null}",1,1
ruler_vt_16k:0416,ruler_vt_16k,KP_ELIGIBLE_167,true,F10,0.8,0.8,0.0,true,true,true,true,true,true,"{""closure_level"": ""NONE_OBSERVED"", ""layer"": null, ""region"": ""NONE_OBSERVED"", ""tensor"": null}",1,0
ruler_niah_multivalue_16k:0060,ruler_niah_multivalue_16k,KP_ELIGIBLE_167,true,F01,1.0,1.0,0.0,true,true,true,true,true,true,"{""closure_level"": ""NONE_OBSERVED"", ""layer"": null, ""region"": ""NONE_OBSERVED"", ""tensor"": null}",0,1
ruler_fwe_16k:0293,ruler_fwe_16k,KP_ELIGIBLE_167,true,F11,1.0,1.0,0.0,true,true,true,true,true,true,"{""closure_level"": ""NONE_OBSERVED"", ""layer"": null, ""region"": ""NONE_OBSERVED"", ""tensor"": null}",1,1
ruler_vt_16k:0358,ruler_vt_16k,KP_ELIGIBLE_167,true,F10,1.0,1.0,0.0,true,true,true,true,true,true,"{""closure_level"": ""NONE_OBSERVED"", ""layer"": null, ""region"": ""NONE_OBSERVED"", ""tensor"": null}",1,0
ruler_vt_16k:0400,ruler_vt_16k,KP_ELIGIBLE_167,true,F10,1.0,1.0,0.0,true,true,true,true,true,true,"{""closure_level"": ""NONE_OBSERVED"", ""layer"": null, ""region"": ""NONE_OBSERVED"", ""tensor"": null}",1,0
ruler_fwe_16k:0256,ruler_fwe_16k,KP_ELIGIBLE_167,true,F10,0.6666666666666666,0.6666666666666666,0.0,true,true,true,true,true,true,"{""closure_level"": ""NONE_OBSERVED"", ""layer"": null, ""region"": ""NONE_OBSERVED"", ""tensor"": null}",1,0
ruler_niah_multikey_3_16k:0208,ruler_niah_multikey_3_16k,KP_ELIGIBLE_167,true,F01,1.0,1.0,0.0,true,true,true,true,true,true,"{""closure_level"": ""NONE_OBSERVED"", ""layer"": null, ""region"": ""NONE_OBSERVED"", ""tensor"": null}",0,1
ruler_qa_hotpotqa_16k:0023,ruler_qa_hotpotqa_16k,KP_ELIGIBLE_167,true,F00,1.0,1.0,0.0,true,true,true,true,true,true,"{""closure_level"": ""NONE_OBSERVED"", ""layer"": null, ""region"": ""NONE_OBSERVED"", ""tensor"": null}",0,0
ruler_qa_hotpotqa_16k:0239,ruler_qa_hotpotqa_16k,KP_ELIGIBLE_167,true,F10,0.0,1.0,0.012631942518055439,true,true,false,false,false,false,"{""closure_level"": ""L3"", ""layer"": 0, ""max_abs_diff"": 0.015625, ""region"": ""INCOMPLETE_PROMPT_TAIL"", ""relative_l2_diff"": 0.0024380364920943975, ""tensor"": ""mlp_output""}",1,0
ruler_qa_squad_16k:0184,ruler_qa_squad_16k,KP_ELIGIBLE_167,true,F00,1.0,1.0,0.0,true,true,true,true,true,true,"{""closure_level"": ""NONE_OBSERVED"", ""layer"": null, ""region"": ""NONE_OBSERVED"", ""tensor"": null}",0,0
ruler_vt_16k:0456,ruler_vt_16k,KP_ELIGIBLE_167,true,F00,0.8,0.8,0.0,true,true,true,true,true,true,"{""closure_level"": ""NONE_OBSERVED"", ""layer"": null, ""region"": ""NONE_OBSERVED"", ""tensor"": null}",0,0
ruler_niah_multiquery_16k:0147,ruler_niah_multiquery_16k,KP_ELIGIBLE_167,true,F10,1.0,1.0,0.0,true,true,true,true,true,true,"{""closure_level"": ""NONE_OBSERVED"", ""layer"": null, ""region"": ""NONE_OBSERVED"", ""tensor"": null}",1,0
ruler_fwe_16k:0263,ruler_fwe_16k,KP_ELIGIBLE_167,true,F00,0.6666666666666666,0.6666666666666666,0.0,true,true,true,true,true,true,"{""closure_level"": ""NONE_OBSERVED"", ""layer"": null, ""region"": ""NONE_OBSERVED"", ""tensor"": null}",0,0
ruler_fwe_16k:0324,ruler_fwe_16k,KP_ELIGIBLE_167,true,F01,0.6666666666666666,1.0,0.007894691079854965,false,false,false,false,false,false,"{""closure_level"": ""L1"", ""layer"": 7, ""max_abs_diff"": 0.00390625, ""region"": ""FIRST_CONTINUATION_CHUNK"", ""relative_l2_diff"": 5.8471305237617344e-05, ""tensor"": ""attention_output""}",0,1
ruler_vt_16k:0048,ruler_vt_16k,KP_ELIGIBLE_167,true,F11,0.4,0.4,0.0,true,true,true,true,true,true,"{""closure_level"": ""NONE_OBSERVED"", ""layer"": null, ""region"": ""NONE_OBSERVED"", ""tensor"": null}",1,1
ruler_vt_16k:0050,ruler_vt_16k,KP_ELIGIBLE_167,true,F01,1.0,1.0,0.0,true,true,true,true,true,true,"{""closure_level"": ""NONE_OBSERVED"", ""layer"": null, ""region"": ""NONE_OBSERVED"", ""tensor"": null}",0,1
ruler_niah_multiquery_16k:0129,ruler_niah_multiquery_16k,KP_ELIGIBLE_167,true,F11,1.0,1.0,0.0,true,true,true,true,true,true,"{""closure_level"": ""NONE_OBSERVED"", ""layer"": null, ""region"": ""NONE_OBSERVED"", ""tensor"": null}",1,1
ruler_vt_16k:0286,ruler_vt_16k,KP_ELIGIBLE_167,true,F11,0.8,0.8,0.0,true,true,true,true,true,true,"{""closure_level"": ""NONE_OBSERVED"", ""layer"": null, ""region"": ""NONE_OBSERVED"", ""tensor"": null}",1,1
ruler_vt_16k:0499,ruler_vt_16k,KP_ELIGIBLE_167,true,F11,0.8,0.8,0.0,true,true,true,true,true,true,"{""closure_level"": ""NONE_OBSERVED"", ""layer"": null, ""region"": ""NONE_OBSERVED"", ""tensor"": null}",1,1
ruler_niah_multiquery_16k:0131,ruler_niah_multiquery_16k,KP_ELIGIBLE_167,true,F11,1.0,1.0,0.0,true,true,true,true,true,true,"{""closure_level"": ""NONE_OBSERVED"", ""layer"": null, ""region"": ""NONE_OBSERVED"", ""tensor"": null}",1,1
ruler_vt_16k:0048,ruler_vt_16k,KP_ELIGIBLE_167,true,F00,0.4,0.4,0.0,true,true,true,true,true,true,"{""closure_level"": ""NONE_OBSERVED"", ""layer"": null, ""region"": ""NONE_OBSERVED"", ""tensor"": null}",0,0
ruler_vt_16k:0425,ruler_vt_16k,KP_ELIGIBLE_167,true,F10,0.8,0.8,0.0,true,true,true,true,true,true,"{""closure_level"": ""NONE_OBSERVED"", ""layer"": null, ""region"": ""NONE_OBSERVED"", ""tensor"": null}",1,0
ruler_vt_16k:0113,ruler_vt_16k,KP_ELIGIBLE_167,true,F10,1.0,1.0,0.0,true,true,true,true,true,true,"{""closure_level"": ""NONE_OBSERVED"", ""layer"": null, ""region"": ""NONE_OBSERVED"", ""tensor"": null}",1,0
ruler_vt_16k:0199,ruler_vt_16k,KP_ELIGIBLE_167,true,F10,0.6,0.6,0.0,true,true,true,true,true,true,"{""closure_level"": ""NONE_OBSERVED"", ""layer"": null, ""region"": ""NONE_OBSERVED"", ""tensor"": null}",1,0
ruler_vt_16k:0277,ruler_vt_16k,KP_ELIGIBLE_167,true,F01,1.0,1.0,0.004369034431874752,false,false,false,false,true,false,"{""closure_level"": ""L1"", ""layer"": 13, ""max_abs_diff"": 0.015625, ""region"": ""FIRST_CONTINUATION_CHUNK"", ""relative_l2_diff"": 0.00011200584413018078, ""tensor"": ""attention_output""}",0,1
ruler_qa_hotpotqa_16k:0035,ruler_qa_hotpotqa_16k,KP_ELIGIBLE_167,true,F11,1.0,1.0,0.0,true,true,true,true,true,true,"{""closure_level"": ""NONE_OBSERVED"", ""layer"": null, ""region"": ""NONE_OBSERVED"", ""tensor"": null}",1,1
ruler_qa_hotpotqa_16k:0348,ruler_qa_hotpotqa_16k,KP_ELIGIBLE_167,true,F00,1.0,1.0,0.0,true,true,true,true,true,true,"{""closure_level"": ""NONE_OBSERVED"", ""layer"": null, ""region"": ""NONE_OBSERVED"", ""tensor"": null}",0,0
ruler_vt_16k:0237,ruler_vt_16k,KP_ELIGIBLE_167,true,F00,0.8,0.8,0.0,true,true,true,true,true,true,"{""closure_level"": ""NONE_OBSERVED"", ""layer"": null, ""region"": ""NONE_OBSERVED"", ""tensor"": null}",0,0
ruler_qa_hotpotqa_16k:0454,ruler_qa_hotpotqa_16k,KP_ELIGIBLE_167,true,F11,1.0,1.0,0.0,true,true,true,true,true,true,"{""closure_level"": ""NONE_OBSERVED"", ""layer"": null, ""region"": ""NONE_OBSERVED"", ""tensor"": null}",1,1
ruler_vt_16k:0048,ruler_vt_16k,KP_ELIGIBLE_167,true,F01,0.4,0.4,0.0,true,true,true,true,true,true,"{""closure_level"": ""NONE_OBSERVED"", ""layer"": null, ""region"": ""NONE_OBSERVED"", ""tensor"": null}",0,1
ruler_niah_multivalue_16k:0498,ruler_niah_multivalue_16k,KP_ELIGIBLE_167,true,F01,1.0,1.0,0.0042118350975215435,false,false,false,false,true,false,"{""closure_level"": ""L1"", ""layer"": 13, ""max_abs_diff"": 0.03125, ""region"": ""FIRST_CONTINUATION_CHUNK"", ""relative_l2_diff"": 0.0001671962527325377, ""tensor"": ""attention_output""}",0,1
ruler_vt_16k:0420,ruler_vt_16k,KP_ELIGIBLE_167,true,F00,0.8,0.8,0.0,true,true,true,true,true,true,"{""closure_level"": ""NONE_OBSERVED"", ""layer"": null, ""region"": ""NONE_OBSERVED"", ""tensor"": null}",0,0
ruler_niah_multiquery_16k:0201,ruler_niah_multiquery_16k,KP_ELIGIBLE_167,true,F00,1.0,1.0,0.0,true,true,true,true,true,true,"{""closure_level"": ""NONE_OBSERVED"", ""layer"": null, ""region"": ""NONE_OBSERVED"", ""tensor"": null}",0,0
ruler_niah_multikey_3_16k:0202,ruler_niah_multikey_3_16k,KP_ELIGIBLE_167,true,F11,1.0,1.0,0.0,true,true,true,true,true,true,"{""closure_level"": ""NONE_OBSERVED"", ""layer"": null, ""region"": ""NONE_OBSERVED"", ""tensor"": null}",1,1
ruler_vt_16k:0139,ruler_vt_16k,KP_ELIGIBLE_167,true,F01,0.4,1.0,0.0038255727849900723,false,false,false,false,false,false,"{""closure_level"": ""L1"", ""layer"": 19, ""max_abs_diff"": 0.25, ""region"": ""FIRST_CONTINUATION_CHUNK"", ""relative_l2_diff"": 8.571267972001806e-05, ""tensor"": ""attention_output""}",0,1
ruler_vt_16k:0196,ruler_vt_16k,KP_ELIGIBLE_167,true,F10,1.0,1.0,0.0,true,true,true,true,true,true,"{""closure_level"": ""NONE_OBSERVED"", ""layer"": null, ""region"": ""NONE_OBSERVED"", ""tensor"": null}",1,0
ruler_fwe_16k:0218,ruler_fwe_16k,KP_ELIGIBLE_167,true,F01,0.6666666666666666,0.6666666666666666,0.0,true,true,true,true,true,true,"{""closure_level"": ""NONE_OBSERVED"", ""layer"": null, ""region"": ""NONE_OBSERVED"", ""tensor"": null}",0,1
