sample_id,task_id,A,B,tau,sequence,score,prediction_hash,full_schedule_hash,observed_update_calls,generation_update_count,seconds
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r0,OFF,L6,5,OFF|OFF|OFF|OFF|OFF|L6|L6,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,e03d224e6297f761a6858e36020efd0d0163a06d0efbfff84fcd658cf4fc9d7b,2,0,8.254
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r0,OFF,L6,6,OFF|OFF|OFF|OFF|OFF|OFF|L6,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,6b24276351b646f06f3a04c7a71a596617c47acd0c3da25309ba702c7b3e06ab,1,0,8.252
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r0,OFF,L12,1,OFF|L12|L12|L12|L12|L12|L12,1.0,33b425204050ff805159b1f73c10a80b921e93c8f7a7f6db2e03ba9645d22627,8462d23aece5ac2eb7208117ba4d519d4399c540cec59f28d914b70b49f9f66e,6,0,8.320
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r0,OFF,L12,2,OFF|OFF|L12|L12|L12|L12|L12,1.0,33b425204050ff805159b1f73c10a80b921e93c8f7a7f6db2e03ba9645d22627,2d1c2ab0b3c4ca044584229d528d85dd68b2dc9e7f90881928193eb9fd58e0fa,5,0,8.313
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r0,OFF,L12,3,OFF|OFF|OFF|L12|L12|L12|L12,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,bb866b08a5d7f6eeb50c26b3419cc6c333091703fe9f72ede04456b4b5e3e41e,4,0,8.304
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r0,OFF,L12,4,OFF|OFF|OFF|OFF|L12|L12|L12,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,e33b0f2df12800af2f12f6e9f741d62a601a7226511b8ceb664a9488a7a0720e,3,0,8.293
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r0,OFF,L12,5,OFF|OFF|OFF|OFF|OFF|L12|L12,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,3929f30ce48bec22ac244626fd71a0b80f227d210cd48cf295049c6e39e925b6,2,0,8.287
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r0,OFF,L12,6,OFF|OFF|OFF|OFF|OFF|OFF|L12,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,2da6cbd129ccb0b41acd9c347bfeae5582499624df25cbcd9c583ba3453639cc,1,0,8.268
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r0,OFF,L18,1,OFF|L18|L18|L18|L18|L18|L18,1.0,33b425204050ff805159b1f73c10a80b921e93c8f7a7f6db2e03ba9645d22627,ba426686249deab509b7a3737349f380616c4ff02b93ba55448dbbfa3c666370,6,0,8.340
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r0,OFF,L18,2,OFF|OFF|L18|L18|L18|L18|L18,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,61d3e5a268a259dac87c3290ac25ed7de5d2c67bac480705217cbcc8d466f190,5,0,8.343
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r0,OFF,L18,3,OFF|OFF|OFF|L18|L18|L18|L18,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,3b6d6213167eb5e62073db61f6fdb443bae32652927197b6f274133a26cab2aa,4,0,8.339
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r0,OFF,L18,4,OFF|OFF|OFF|OFF|L18|L18|L18,1.0,33b425204050ff805159b1f73c10a80b921e93c8f7a7f6db2e03ba9645d22627,11325a8e79cd64c06b0304567f4920de51c47412a8eed84ba9562c13fd50f6de,3,0,8.304
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r0,OFF,L18,5,OFF|OFF|OFF|OFF|OFF|L18|L18,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,c6c448348af9be8e43a1f9724842306f80cce14b6648c8f01dfe9d8bd6cd975b,2,0,8.289
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r0,OFF,L18,6,OFF|OFF|OFF|OFF|OFF|OFF|L18,1.0,33b425204050ff805159b1f73c10a80b921e93c8f7a7f6db2e03ba9645d22627,486063c1b949720c31c058d51ce6a485406a1646d68d833e534df8357885e8dc,1,0,8.274
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r0,OFF,L24,1,OFF|L24|L24|L24|L24|L24|L24,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,73d278d8a6abecce2be3e98d25683b9863ff2396935c1f6cfbc031f2e99cea4e,6,0,8.344
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r0,OFF,L24,2,OFF|OFF|L24|L24|L24|L24|L24,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,e45084e663269df2c08a3664ac16d5fc658db4b0397f855744c72de7bf1a48a0,5,0,8.327
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r0,OFF,L24,3,OFF|OFF|OFF|L24|L24|L24|L24,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,2b3bcfbfe893fc4678554ffb9d75d3ec5675b96800aa8312b1eae303c4e7b6cc,4,0,8.324
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r0,OFF,L24,4,OFF|OFF|OFF|OFF|L24|L24|L24,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,43d25fe9c2ac6fedebcaf9285dae3c410890a506f843e4376f2d2e2861a2be8e,3,0,8.303
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r0,OFF,L24,5,OFF|OFF|OFF|OFF|OFF|L24|L24,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,482ef8717fe534e2a02598cc4f23cae3d9f619602f956b02082fe255a8bb39c6,2,0,8.291
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r0,OFF,L24,6,OFF|OFF|OFF|OFF|OFF|OFF|L24,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,c1bfa31ce322659075a42391c695f33610eff4efec798a8ee56991c9311e2797,1,0,8.271
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r0,OFF,L30,1,OFF|L30|L30|L30|L30|L30|L30,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,101fb3256baf98871a4dd0a1a8df29e7f78d485a41241aef645ebf301bdc7145,6,0,8.343
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r0,OFF,L30,2,OFF|OFF|L30|L30|L30|L30|L30,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,92b86305afbdd8ed39c81aea20306be9186028c020035adcee34b08c36cea2e7,5,0,8.327
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r128,L12,OFF,3,L12|L12|L12|OFF|OFF|OFF|OFF,1.0,33b425204050ff805159b1f73c10a80b921e93c8f7a7f6db2e03ba9645d22627,99851ef5e9a1b6ea68147d2ffb36178705ed2be14fee540cc8d3160cc4451dfe,3,0,8.301
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r128,L12,OFF,4,L12|L12|L12|L12|OFF|OFF|OFF,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,6b9ac4244262327ff526e1226f472fd2bfddc19c0291c9652d0af6312798868a,4,0,8.311
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r128,L12,OFF,5,L12|L12|L12|L12|L12|OFF|OFF,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,136f47fae3c739a67c355b4152651de6fc4d7a5d05dee6693fbbb6bae1b9d97e,5,0,8.332
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r128,L12,OFF,6,L12|L12|L12|L12|L12|L12|OFF,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,464ce8e9a098b74cb49cfde55ffce6ba442c671bc094ff5a0fcf98a11408e8fc,6,0,8.344
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r128,L12,L0,1,L12|L0|L0|L0|L0|L0|L0,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,0fed0af513e7b920bb1e3189f917014680ca446be8812eb54025576ab9ebb3e5,7,0,8.353
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r128,L12,L0,2,L12|L12|L0|L0|L0|L0|L0,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,dc1cdaf5870184fac85a1fc89d04143fbc77422c2df0e1c97e9bbc93f003f9cf,7,0,8.360
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r128,L12,L0,3,L12|L12|L12|L0|L0|L0|L0,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,09bac3615ed8241a1b10d6cbb3438d9d3ffb6aedf268920b30d287df0d019d7a,7,0,8.361
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r128,L12,L0,4,L12|L12|L12|L12|L0|L0|L0,1.0,33b425204050ff805159b1f73c10a80b921e93c8f7a7f6db2e03ba9645d22627,d32332656c39f201c5c4fceb3c14ac42d4df7ab372655c09d56c3049a4138486,7,0,8.357
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r128,L12,L0,5,L12|L12|L12|L12|L12|L0|L0,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,36b523ffabfade96ad03fd13064222525e57c82910366c84ba470da9198e81cb,7,0,8.356
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r128,L12,L0,6,L12|L12|L12|L12|L12|L12|L0,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,760526d98c8e4ee5f00b155be1859909b86687b83100141b8762257e5676f1ab,7,0,8.360
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r128,L12,L6,1,L12|L6|L6|L6|L6|L6|L6,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,7a3c5b85841b6bed59bb57389828615ee9a44f53e14af86477be3fbf3406d2fb,7,0,8.364
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r128,L12,L6,2,L12|L12|L6|L6|L6|L6|L6,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,2bbaa96d709986c478365ba88d2bac69b312f7f835400e68890af7a1aaba22d2,7,0,8.357
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r128,L12,L6,3,L12|L12|L12|L6|L6|L6|L6,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,5576b15a917ac84c2372538306e42a08f52f15cf6cc55dc18e036c8b776b2fba,7,0,8.359
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r128,L12,L6,4,L12|L12|L12|L12|L6|L6|L6,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,9c743359d103c983917f482cae7eb243304403190b4f8520a4068edb592c010d,7,0,8.358
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r128,L12,L6,5,L12|L12|L12|L12|L12|L6|L6,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,c30b86370d980c3c5215e23728589edda89b072157d96ac07045f78178452316,7,0,8.354
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r128,L12,L6,6,L12|L12|L12|L12|L12|L12|L6,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,45596986d4e28545d983352e69fd508e5505d680c82b49ed16b492772394d1a5,7,0,8.359
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r128,L12,L18,1,L12|L18|L18|L18|L18|L18|L18,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,96d13a5fcf5f438d32bbf07c909365fba61468296d31f480500f120fb9d12245,7,0,8.364
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r128,L12,L18,2,L12|L12|L18|L18|L18|L18|L18,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,2dad92843fa948bf99efc464693700a264d2e2c48bd3735296a160d03eb8cd74,7,0,8.357
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r128,L12,L18,3,L12|L12|L12|L18|L18|L18|L18,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,4433426fac40f5f2bab76dc6f2e37b77c1389dfca548818860cb8fc652a87d30,7,0,8.351
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r128,L12,L18,4,L12|L12|L12|L12|L18|L18|L18,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,ecc6fcfac70a25819e7357f433576ef8fe54767467ed1944c710ad407765c1d7,7,0,8.358
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r128,L12,L18,5,L12|L12|L12|L12|L12|L18|L18,1.0,33b425204050ff805159b1f73c10a80b921e93c8f7a7f6db2e03ba9645d22627,97936029a0f0e2ef1c2570c8dc115b56cc9fdbd8c79e50638c74b31983a4095a,7,0,8.359
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r128,L12,L18,6,L12|L12|L12|L12|L12|L12|L18,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,9b53bf8d9521fffe93732407ca20b2edd0ca8a787b5c5f5504a76c404885f2af,7,0,8.355
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r128,L12,L24,1,L12|L24|L24|L24|L24|L24|L24,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,8f65741529e255894c1e29446716c030f08203a143034da76149ba757cccaff4,7,0,8.350
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r128,L12,L24,2,L12|L12|L24|L24|L24|L24|L24,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,6992d9f05d42914a6c9848933b790a8962d6983dd6f3b52d83ca093e01b5aeac,7,0,8.360
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r128,L12,L24,3,L12|L12|L12|L24|L24|L24|L24,1.0,33b425204050ff805159b1f73c10a80b921e93c8f7a7f6db2e03ba9645d22627,29f7cd8f5f35df0ac67646d21f7281a29d8f6dcabdad209f09f4c9faafb4c836,7,0,8.363
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r128,L12,L24,4,L12|L12|L12|L12|L24|L24|L24,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,2a488224f13e1124657c3ec53c194c1f911d6e7acaa8febc06f45319c8aaf94e,7,0,8.351
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r128,L12,L24,5,L12|L12|L12|L12|L12|L24|L24,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,faa1bf205347363bd364a6758c19f6e8e0c1d4a6d92336feb61ba648c88d43cc,7,0,8.355
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r128,L12,L24,6,L12|L12|L12|L12|L12|L12|L24,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,547daca41543bcf187e47aa8e8ded8493012824bc1e62cab0a5bac929e0c9f1e,7,0,8.362
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r128,L12,L30,1,L12|L30|L30|L30|L30|L30|L30,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,6c0bac9315ea524e9e8d131afdca71ae63c5580e79918a7cf64aae2b67546682,7,0,8.349
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r128,L12,L30,2,L12|L12|L30|L30|L30|L30|L30,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,9c9e0e27e144802bee98c14b186349b17d71cdc8dba7388df17c9535a9266bfb,7,0,8.362
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r128,L12,L30,3,L12|L12|L12|L30|L30|L30|L30,1.0,33b425204050ff805159b1f73c10a80b921e93c8f7a7f6db2e03ba9645d22627,95f370b51de223fa44527883afc5bebe37eb289836eb2ea8bb3a07b0ea72c2f7,7,0,8.350
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r128,L12,L30,4,L12|L12|L12|L12|L30|L30|L30,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,9d6c86a4fa09fe5fd2eaa6722aa683479088de2323d35b4ea46efcd69098fcd9,7,0,8.359
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r160,L12,L30,5,L12|L12|L12|L12|L12|L30|L30,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,328d0eaa51cc4c6c3e5c82b49a252f99230a26588644cb73d7da4238fe8dce35,7,0,8.361
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r160,L12,L30,6,L12|L12|L12|L12|L12|L12|L30,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,60b880bd6d916fee1269880f1768e1f6d227fadd18da4bed911f6fd161768357,7,0,8.359
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r160,L12,ALL,1,L12|ALL|ALL|ALL|ALL|ALL|ALL,1.0,33b425204050ff805159b1f73c10a80b921e93c8f7a7f6db2e03ba9645d22627,ee1bd5e89d8673f20dceb273a151c20598583e6922892785ee390ee736bc99aa,37,0,8.763
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r160,L12,ALL,2,L12|L12|ALL|ALL|ALL|ALL|ALL,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,5a694f931767316a030364678ffdae9e14d5152574fe6b7615bddaa07538e1ac,32,0,8.695
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r160,L12,ALL,3,L12|L12|L12|ALL|ALL|ALL|ALL,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,80df724161041e1e831e52c14c736a0ed4bd394ec10e82c8e7f9467a3ece3f3f,27,0,8.624
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r160,L12,ALL,4,L12|L12|L12|L12|ALL|ALL|ALL,1.0,33b425204050ff805159b1f73c10a80b921e93c8f7a7f6db2e03ba9645d22627,08452a844338a04a4d18f768df51b4fa9c3bc56db6c5018052d42f41b1e55264,22,0,8.556
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r160,L12,ALL,5,L12|L12|L12|L12|L12|ALL|ALL,1.0,33b425204050ff805159b1f73c10a80b921e93c8f7a7f6db2e03ba9645d22627,ab4883766730257e67d78895a958b4fe6d818658406f4fee0991d0a0cfa003ec,17,0,8.492
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r160,L12,ALL,6,L12|L12|L12|L12|L12|L12|ALL,1.0,33b425204050ff805159b1f73c10a80b921e93c8f7a7f6db2e03ba9645d22627,240ed5bb0f25145ae53674da392d849a318083e83a03774163d433ce116b25f4,12,0,8.422
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r160,L18,OFF,1,L18|OFF|OFF|OFF|OFF|OFF|OFF,1.0,33b425204050ff805159b1f73c10a80b921e93c8f7a7f6db2e03ba9645d22627,28273e894428059e2dd28fa59f0b230edb216deee46ece6349a5a9acd538353d,1,0,8.272
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r160,L18,OFF,2,L18|L18|OFF|OFF|OFF|OFF|OFF,1.0,33b425204050ff805159b1f73c10a80b921e93c8f7a7f6db2e03ba9645d22627,44ce12528955392e5dff5fb02d5649b322743b05996f679069381c58494fc790,2,0,8.306
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r160,L18,OFF,3,L18|L18|L18|OFF|OFF|OFF|OFF,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,8da4fef81be44a66a62ed3984034ce7d40d84ab44ac2c1bf4442b38e0d63d30e,3,0,8.288
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r160,L18,OFF,4,L18|L18|L18|L18|OFF|OFF|OFF,1.0,33b425204050ff805159b1f73c10a80b921e93c8f7a7f6db2e03ba9645d22627,db14212574cdb809ae5fd8a9ed61867ffee5a1988d05719b36bff5d2692bde59,4,0,8.314
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r160,L18,OFF,5,L18|L18|L18|L18|L18|OFF|OFF,1.0,33b425204050ff805159b1f73c10a80b921e93c8f7a7f6db2e03ba9645d22627,4ebbd6daa352156accd500e5418ff32f80fb2a846d9b2df25405df256f839e3e,5,0,8.330
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r160,L18,OFF,6,L18|L18|L18|L18|L18|L18|OFF,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,c284fcec8a8fae84362b7a9c3f774fc380569b50456a3af699faa622e0f164c9,6,0,8.341
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r160,L18,L0,1,L18|L0|L0|L0|L0|L0|L0,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,65f2f564723e76a7abf714a3a83268a0d8296f362890c339a9ca58a733147f05,7,0,8.353
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r160,L18,L0,2,L18|L18|L0|L0|L0|L0|L0,1.0,33b425204050ff805159b1f73c10a80b921e93c8f7a7f6db2e03ba9645d22627,b028c81432f1c1808365bd41957f2a5032ce59cbbe366e8a3bfcd0a7eb4ef3ae,7,0,8.361
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r160,L18,L0,3,L18|L18|L18|L0|L0|L0|L0,1.0,33b425204050ff805159b1f73c10a80b921e93c8f7a7f6db2e03ba9645d22627,e807282e20af1dfc167cde84030ab076b1cabaa8854e8562ea44fc570a73131c,7,0,8.356
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r160,L18,L0,4,L18|L18|L18|L18|L0|L0|L0,1.0,33b425204050ff805159b1f73c10a80b921e93c8f7a7f6db2e03ba9645d22627,80233bd82c58e09d6a8721ad7a4f40f4e167f1704afc5ab078317613e067ebbe,7,0,8.364
ruler_fwe_16k:0087,ruler_fwe_16k_0087__r160,L18,L0,5,L18|L18|L18|L18|L18|L0|L0,0.6666666666666666,bf875b3b84ea11d230244e5df6a7cbcda723dec3fec4d92f4d5a85c2b8d2c71f,638d3ea437fbcdf25aeee4139c7b08dd33b048acad805d5ab9b38913a82238e4,7,0,8.357
